"movieId","title","genres"
4168,"Coldblooded (1995)","Comedy"
4198,"Desert Winds (1995)","Drama|Fantasy|Romance"
4209,"Fall Time (1995)","Drama"
4221,"Fear, The (1995)","Horror"
4235,"Frank and Ollie (1995)","Documentary"
4249,"Girl in the Cadillac (1995)","Drama"
4262,"Homage (1995)","Drama"
4274,"Mirage (1995)","Action|Thriller"
4286,"Open Season (1996)","Comedy"
4298,"Two Crimes (Dos crímenes) (1995)","Comedy|Crime|Drama"
4311,"Brother Minister: The Assassination of Malcolm X (1994)","Documentary"
4326,"Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)","Action|Sci-Fi"
4341,"Federal Hill (1994)","Drama"
4354,"In the Mouth of Madness (1995)","Horror|Thriller"
4368,"8 Seconds (1994)","Drama"
4387,"Above the Rim (1994)","Drama"
4409,"Addams Family Values (1993)","Comedy"
4422,"You So Crazy (1994)","Comedy"
4434,"Age of Innocence, The (1993)","Drama"
4446,"Airheads (1994)","Comedy"
4458,"Air Up There, The (1994)","Comedy"
4471,"Another Stakeout (1993)","Comedy|Thriller"
4490,"Bad Girls (1994)","Western"
4504,"Barcelona (1994)","Comedy|Romance"
4518,"Being Human (1993)","Drama"
4531,"Beverly Hillbillies, The (1993)","Comedy"
4544,"Beverly Hills Cop III (1994)","Action|Comedy|Crime|Thriller"
4566,"Black Beauty (1994)","Adventure|Children"
4578,"Blink (1994)","Thriller"
4591,"Blown Away (1994)","Action|Thriller"
4602,"Blue Chips (1994)","Drama"
4614,"Blue Sky (1994)","Drama|Romance"
4626,"Body Snatchers (1993)","Horror|Sci-Fi|Thriller"
4640,"Boxing Helena (1993)","Drama|Mystery|Romance|Thriller"
4663,"Bronx Tale, A (1993)","Drama"
4674,"Cabin Boy (1994)","Comedy"
4687,"Calendar Girl (1993)","Drama"
4700,"Carlito's Way (1993)","Crime|Drama"
4711,"City Slickers II: The Legend of Curly's Gold (1994)","Adventure|Comedy|Western"
4722,"Clean Slate (1994)","Comedy"
4737,"Cliffhanger (1993)","Action|Adventure|Thriller"
4750,"Coneheads (1993)","Comedy|Sci-Fi"
4764,"Color of Night (1994)","Drama|Thriller"
4777,"Cops and Robbersons (1994)","Comedy"
4791,"Cowboy Way, The (1994)","Action|Comedy|Drama"
4807,"Dangerous Game (1993)","Drama"
4836,"Dave (1993)","Comedy|Romance"
4851,"Dazed and Confused (1993)","Comedy"
4870,"Demolition Man (1993)","Action|Adventure|Sci-Fi"
4884,"Endless Summer 2, The (1994)","Documentary"
4898,"Even Cowgirls Get the Blues (1993)","Comedy|Romance"
4910,"Fatal Instinct (1993)","Comedy"
4925,"Farewell My Concubine (Ba wang bie ji) (1993)","Drama|Romance"
4942,"Favor, The (1994)","Comedy|Romance"
4960,"Fearless (1993)","Drama"
4978,"Fear of a Black Hat (1994)","Comedy"
4997,"With Honors (1994)","Comedy|Drama"
5012,"Flesh and Bone (1993)","Drama|Mystery|Romance"
5027,"Widows' Peak (1994)","Drama"
5041,"For Love or Money (1993)","Comedy"
5055,"Firm, The (1993)","Drama|Thriller"
5072,"Free Willy (1993)","Adventure|Children|Drama"
5087,"Fresh (1994)","Crime|Drama|Thriller"
5107,"Fugitive, The (1993)","Thriller"
5125,"Geronimo: An American Legend (1993)","Drama|Western"
5138,"Getaway, The (1994)","Action|Adventure|Crime|Drama|Romance|Thriller"
5153,"Getting Even with Dad (1994)","Comedy"
5166,"Go Fish (1994)","Drama|Romance"
5178,"Good Man in Africa, A (1994)","Action|Adventure"
5191,"Guilty as Sin (1993)","Crime|Drama|Thriller"
5206,"Hard Target (1993)","Action|Adventure|Crime|Thriller"
5218,"Heaven & Earth (1993)","Action|Drama|War"
5235,"Hot Shots! Part Deux (1993)","Action|Comedy|War"
5248,"Live Nude Girls (1995)","Comedy"
5261,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)","Comedy|Romance"
5277,"House of the Spirits, The (1993)","Drama|Romance"
5299,"House Party 3 (1994)","Comedy"
5314,"Hudsucker Proxy, The (1994)","Comedy|Drama|Fantasy|Romance"
5329,"I'll Do Anything (1994)","Comedy|Drama"
5346,"In the Army Now (1994)","Comedy|War"
5361,"In the Line of Fire (1993)","Action|Thriller"
5376,"In the Name of the Father (1993)","Drama"
5389,"Inkwell, The (1994)","Comedy|Drama"
5409,"What's Love Got to Do with It? (1993)","Drama|Musical"
5426,"Jimmy Hollywood (1994)","Comedy|Crime|Drama"
5443,"Judgment Night (1993)","Action|Crime|Thriller"
5466,"Jurassic Park (1993)","Action|Adventure|Sci-Fi|Thriller"
5481,"Kalifornia (1993)","Drama|Thriller"
5498,"Killing Zoe (1994)","Action|Crime"
5512,"King of the Hill (1993)","Drama"
5532,"Lassie (1994)","Adventure|Children"
5546,"Last Action Hero (1993)","Action|Adventure|Comedy|Fantasy"
5568,"Life with Mikey (1993)","Comedy"
5585,"Lightning Jack (1994)","Comedy|Western"
5604,"M. Butterfly (1993)","Drama"
5621,"Made in America (1993)","Comedy"
5637,"Malice (1993)","Thriller"
5651,"Man Without a Face, The (1993)","Drama"
5665,"Manhattan Murder Mystery (1993)","Comedy|Mystery"
5689,"Menace II Society (1993)","Action|Crime|Drama"
5705,"Executive Decision (1996)","Action|Adventure|Thriller"
5717,"In the Realm of the Senses (Ai no corrida) (1976)","Drama"
5733,"What Happened Was... (1994)","Comedy|Drama|Romance"
5751,"Much Ado About Nothing (1993)","Comedy|Romance"
5764,"Mr. Jones (1993)","Drama|Romance"
5779,"Mr. Wonderful (1993)","Comedy|Romance"
5796,"Mrs. Doubtfire (1993)","Comedy|Drama"
5813,"Naked (1993)","Drama"
5832,"Next Karate Kid, The (1994)","Action|Children"
5847,"New Age, The (1994)","Drama"
5861,"No Escape (1994)","Action|Sci-Fi"
5877,"North (1994)","Comedy"
5891,"Orlando (1992)","Drama"
5906,"Perfect World, A (1993)","Crime|Drama|Thriller"
5920,"Philadelphia (1993)","Drama"
5940,"Piano, The (1993)","Drama|Romance"
5956,"Poetic Justice (1993)","Drama"
5978,"Program, The (1993)","Action|Drama"
5991,"Puppet Masters, The (1994)","Horror|Sci-Fi"
6005,"Radioland Murders (1994)","Comedy|Mystery|Romance"
6019,"Ref, The (1994)","Comedy"
6034,"Remains of the Day, The (1993)","Drama|Romance"
6048,"Renaissance Man (1994)","Comedy|Drama"
6066,"Rising Sun (1993)","Action|Drama|Mystery"
6079,"Road to Wellville, The (1994)","Comedy"
